,State_Code,District_Name,Type,Status,Count
6433,OR,Nayagarh,delta7,vaccinated1,7145.0
6434,OR,Nayagarh,delta7,vaccinated2,22575.0
6435,OR,Nayagarh,meta,population,962215.0
6437,OR,Nayagarh,total,confirmed,23505.0
6438,OR,Nayagarh,total,deceased,212.0
6439,OR,Nayagarh,total,recovered,23261.0
6440,OR,Nayagarh,total,tested,1104.0
6441,OR,Nayagarh,total,vaccinated1,593612.0
6442,OR,Nayagarh,total,vaccinated2,222606.0
6443,OR,Nuapada,delta,confirmed,1.0
6444,OR,Nuapada,delta,recovered,3.0
6445,OR,Nuapada,delta,vaccinated1,6.0
6446,OR,Nuapada,delta,vaccinated2,58.0
6447,OR,Nuapada,delta21_14,confirmed,11.0
6448,OR,Nuapada,delta7,confirmed,36.0
6449,OR,Nuapada,delta7,recovered,5.0
6450,OR,Nuapada,delta7,vaccinated1,3391.0
6451,OR,Nuapada,delta7,vaccinated2,14721.0
6452,OR,Nuapada,meta,population,606490.0
6454,OR,Nuapada,total,confirmed,22924.0
6455,OR,Nuapada,total,deceased,84.0
6456,OR,Nuapada,total,recovered,22803.0
6457,OR,Nuapada,total,tested,310.0
6458,OR,Nuapada,total,vaccinated1,402248.0
6459,OR,Nuapada,total,vaccinated2,129685.0
6460,OR,Puri,delta,confirmed,15.0
6461,OR,Puri,delta,deceased,1.0
6462,OR,Puri,delta,recovered,7.0
6463,OR,Puri,delta,vaccinated1,2991.0
6464,OR,Puri,delta,vaccinated2,6548.0
6465,OR,Puri,delta21_14,confirmed,91.0
6466,OR,Puri,delta7,confirmed,68.0
6467,OR,Puri,delta7,deceased,1.0
6468,OR,Puri,delta7,recovered,69.0
6469,OR,Puri,delta7,vaccinated1,25187.0
6470,OR,Puri,delta7,vaccinated2,40854.0
6471,OR,Puri,meta,population,1697983.0
6473,OR,Puri,total,confirmed,45431.0
6474,OR,Puri,total,deceased,459.0
6475,OR,Puri,total,recovered,44903.0
6476,OR,Puri,total,tested,173340.0
6477,OR,Puri,total,vaccinated1,1078666.0
6478,OR,Puri,total,vaccinated2,523160.0
6479,OR,Rayagada,delta,confirmed,6.0
6480,OR,Rayagada,delta,recovered,3.0
6481,OR,Rayagada,delta,vaccinated1,537.0
6482,OR,Rayagada,delta,vaccinated2,2019.0
6483,OR,Rayagada,delta21_14,confirmed,14.0
6484,OR,Rayagada,delta7,confirmed,18.0
6485,OR,Rayagada,delta7,recovered,16.0
6486,OR,Rayagada,delta7,vaccinated1,5781.0
6487,OR,Rayagada,delta7,vaccinated2,16558.0
6488,OR,Rayagada,meta,population,961959.0
6490,OR,Rayagada,total,confirmed,20224.0
6491,OR,Rayagada,total,deceased,167.0
6492,OR,Rayagada,total,recovered,19981.0
6493,OR,Rayagada,total,tested,578.0
6494,OR,Rayagada,total,vaccinated1,549767.0
6495,OR,Rayagada,total,vaccinated2,184420.0
6496,OR,Sambalpur,delta,confirmed,13.0
6497,OR,Sambalpur,delta,recovered,24.0
6498,OR,Sambalpur,delta,vaccinated1,574.0
6499,OR,Sambalpur,delta,vaccinated2,1479.0
6500,OR,Sambalpur,delta21_14,confirmed,62.0
6501,OR,Sambalpur,delta7,confirmed,88.0
6502,OR,Sambalpur,delta7,recovered,113.0
6503,OR,Sambalpur,delta7,vaccinated1,8960.0
6504,OR,Sambalpur,delta7,vaccinated2,31518.0
6505,OR,Sambalpur,meta,population,1044410.0
6507,OR,Sambalpur,total,confirmed,31651.0
6508,OR,Sambalpur,total,deceased,240.0
6509,OR,Sambalpur,total,recovered,31315.0
6510,OR,Sambalpur,total,tested,2007.0
6511,OR,Sambalpur,total,vaccinated1,768989.0
6512,OR,Sambalpur,total,vaccinated2,418110.0
6513,OR,State Pool,delta,confirmed,53.0
6514,OR,State Pool,delta,recovered,57.0
6515,OR,State Pool,delta21_14,confirmed,407.0
6516,OR,State Pool,delta7,confirmed,338.0
6517,OR,State Pool,delta7,recovered,401.0
6518,OR,State Pool,total,confirmed,32048.0
6519,OR,State Pool,total,recovered,31587.0
6520,OR,Subarnapur,delta21_14,confirmed,5.0
6521,OR,Subarnapur,delta7,confirmed,5.0
6522,OR,Subarnapur,delta7,recovered,3.0
6523,OR,Subarnapur,delta7,vaccinated1,8102.0
6524,OR,Subarnapur,delta7,vaccinated2,31803.0
6525,OR,Subarnapur,meta,population,652107.0
6526,OR,Subarnapur,total,confirmed,13187.0
6527,OR,Subarnapur,total,deceased,61.0
6528,OR,Subarnapur,total,recovered,13115.0
6529,OR,Subarnapur,total,vaccinated1,418336.0
6530,OR,Subarnapur,total,vaccinated2,192102.0
6531,OR,Sundargarh,delta,confirmed,13.0
6532,OR,Sundargarh,delta,recovered,8.0
6533,OR,Sundargarh,delta,vaccinated1,824.0
6534,OR,Sundargarh,delta,vaccinated2,340.0
6535,OR,Sundargarh,delta21_14,confirmed,58.0
6536,OR,Sundargarh,delta7,confirmed,59.0
6537,OR,Sundargarh,delta7,recovered,71.0
6538,OR,Sundargarh,delta7,vaccinated1,19935.0
6539,OR,Sundargarh,delta7,vaccinated2,22587.0
6540,OR,Sundargarh,meta,population,2080664.0
6541,OR,Sundargarh,total,confirmed,61841.0
6542,OR,Sundargarh,total,deceased,594.0
6543,OR,Sundargarh,total,recovered,61167.0
6544,OR,Sundargarh,total,vaccinated1,1122762.0
6545,OR,Sundargarh,total,vaccinated2,490428.0
6546,PB,Amritsar,delta,confirmed,4.0
6547,PB,Amritsar,delta,recovered,1.0
6548,PB,Amritsar,delta,vaccinated1,232.0
6549,PB,Amritsar,delta,vaccinated2,251.0
6550,PB,Amritsar,delta21_14,confirmed,8.0
6551,PB,Amritsar,delta7,confirmed,23.0
6552,PB,Amritsar,delta7,deceased,2.0
6553,PB,Amritsar,delta7,recovered,9.0
6554,PB,Amritsar,delta7,vaccinated1,23376.0
6555,PB,Amritsar,delta7,vaccinated2,18084.0
6556,PB,Amritsar,meta,population,2490891.0
6558,PB,Amritsar,total,confirmed,47379.0
6559,PB,Amritsar,total,deceased,1598.0
6560,PB,Amritsar,total,recovered,45757.0
6561,PB,Amritsar,total,tested,89227.0
6562,PB,Amritsar,total,vaccinated1,1263073.0
6563,PB,Amritsar,total,vaccinated2,446487.0
6564,PB,Barnala,delta,vaccinated1,629.0
6565,PB,Barnala,delta,vaccinated2,291.0
6566,PB,Barnala,delta21_14,confirmed,2.0
6567,PB,Barnala,delta7,confirmed,2.0
6568,PB,Barnala,delta7,vaccinated1,9552.0
6569,PB,Barnala,delta7,vaccinated2,5253.0
6570,PB,Barnala,meta,population,596294.0
6572,PB,Barnala,total,confirmed,5950.0
6573,PB,Barnala,total,deceased,244.0
6574,PB,Barnala,total,recovered,5696.0
6575,PB,Barnala,total,tested,63447.0
6576,PB,Barnala,total,vaccinated1,328464.0
6577,PB,Barnala,total,vaccinated2,104197.0
6578,PB,Bathinda,delta,confirmed,1.0
6579,PB,Bathinda,delta,vaccinated1,110.0
6580,PB,Bathinda,delta,vaccinated2,182.0
6581,PB,Bathinda,delta21_14,confirmed,10.0
6582,PB,Bathinda,delta7,confirmed,15.0
6583,PB,Bathinda,delta7,recovered,8.0
6584,PB,Bathinda,delta7,vaccinated1,8246.0
6585,PB,Bathinda,delta7,vaccinated2,6940.0
6586,PB,Bathinda,meta,population,1388859.0
6588,PB,Bathinda,total,confirmed,41728.0
6589,PB,Bathinda,total,deceased,1042.0
6590,PB,Bathinda,total,recovered,40668.0
6591,PB,Bathinda,total,tested,118489.0
6592,PB,Bathinda,total,vaccinated1,623604.0
6593,PB,Bathinda,total,vaccinated2,202311.0
6594,PB,Faridkot,delta,confirmed,1.0
6595,PB,Faridkot,delta,recovered,1.0
6596,PB,Faridkot,delta,vaccinated1,154.0
6597,PB,Faridkot,delta,vaccinated2,241.0
6598,PB,Faridkot,delta21_14,confirmed,7.0
6599,PB,Faridkot,delta7,confirmed,7.0
6600,PB,Faridkot,delta7,recovered,7.0
6601,PB,Faridkot,delta7,vaccinated1,3048.0
6602,PB,Faridkot,delta7,vaccinated2,4201.0
6603,PB,Faridkot,meta,population,618008.0
6605,PB,Faridkot,total,confirmed,13927.0
6606,PB,Faridkot,total,deceased,315.0
6607,PB,Faridkot,total,recovered,13602.0
6608,PB,Faridkot,total,tested,23635.0
6609,PB,Faridkot,total,vaccinated1,330654.0
6610,PB,Faridkot,total,vaccinated2,128653.0
6611,PB,Fatehgarh Sahib,delta,vaccinated1,9.0
6612,PB,Fatehgarh Sahib,delta,vaccinated2,17.0
6613,PB,Fatehgarh Sahib,delta21_14,confirmed,2.0
6614,PB,Fatehgarh Sahib,delta7,confirmed,2.0
6615,PB,Fatehgarh Sahib,delta7,deceased,1.0
6616,PB,Fatehgarh Sahib,delta7,recovered,1.0
6617,PB,Fatehgarh Sahib,delta7,vaccinated1,2513.0
6618,PB,Fatehgarh Sahib,delta7,vaccinated2,4804.0
6619,PB,Fatehgarh Sahib,meta,population,599814.0
6621,PB,Fatehgarh Sahib,total,confirmed,8876.0
6622,PB,Fatehgarh Sahib,total,deceased,335.0
6623,PB,Fatehgarh Sahib,total,recovered,8538.0
6624,PB,Fatehgarh Sahib,total,tested,68436.0
6625,PB,Fatehgarh Sahib,total,vaccinated1,354921.0
6626,PB,Fatehgarh Sahib,total,vaccinated2,135247.0
6627,PB,Fazilka,delta,confirmed,1.0
6628,PB,Fazilka,delta,recovered,1.0
6629,PB,Fazilka,delta,vaccinated1,249.0
6630,PB,Fazilka,delta,vaccinated2,177.0
6631,PB,Fazilka,delta21_14,confirmed,6.0
6632,PB,Fazilka,delta7,confirmed,8.0
6633,PB,Fazilka,delta7,recovered,4.0
6634,PB,Fazilka,delta7,vaccinated1,8408.0
6635,PB,Fazilka,delta7,vaccinated2,5707.0
6636,PB,Fazilka,meta,population,1180483.0
6638,PB,Fazilka,total,confirmed,20271.0
6639,PB,Fazilka,total,deceased,528.0
6640,PB,Fazilka,total,recovered,19729.0
6641,PB,Fazilka,total,tested,63589.0
6642,PB,Fazilka,total,vaccinated1,490080.0
6643,PB,Fazilka,total,vaccinated2,131519.0
6644,PB,Ferozepur,delta,confirmed,4.0
6645,PB,Ferozepur,delta,recovered,3.0
6646,PB,Ferozepur,delta,vaccinated1,130.0
6647,PB,Ferozepur,delta,vaccinated2,73.0
6648,PB,Ferozepur,delta21_14,confirmed,6.0
6649,PB,Ferozepur,delta7,confirmed,13.0
6650,PB,Ferozepur,delta7,recovered,9.0
6651,PB,Ferozepur,delta7,vaccinated1,4483.0
6652,PB,Ferozepur,delta7,vaccinated2,4723.0
6653,PB,Ferozepur,meta,population,2026831.0
6655,PB,Ferozepur,total,confirmed,14347.0
6656,PB,Ferozepur,total,deceased,504.0
6657,PB,Ferozepur,total,recovered,13832.0
6658,PB,Ferozepur,total,tested,74880.0
6659,PB,Ferozepur,total,vaccinated1,476343.0
6660,PB,Ferozepur,total,vaccinated2,128043.0
6661,PB,Gurdaspur,delta,vaccinated1,459.0
6662,PB,Gurdaspur,delta,vaccinated2,351.0
6663,PB,Gurdaspur,delta21_14,confirmed,1.0
6664,PB,Gurdaspur,delta7,confirmed,3.0
6665,PB,Gurdaspur,delta7,deceased,1.0
6666,PB,Gurdaspur,delta7,recovered,3.0
6667,PB,Gurdaspur,delta7,vaccinated1,18212.0
6668,PB,Gurdaspur,delta7,vaccinated2,26825.0
6669,PB,Gurdaspur,meta,population,2299026.0
6671,PB,Gurdaspur,total,confirmed,22381.0
6672,PB,Gurdaspur,total,deceased,801.0
6673,PB,Gurdaspur,total,recovered,21576.0
6674,PB,Gurdaspur,total,tested,249039.0
6675,PB,Gurdaspur,total,vaccinated1,862133.0
6676,PB,Gurdaspur,total,vaccinated2,415351.0
6677,PB,Hoshiarpur,delta,confirmed,2.0
6678,PB,Hoshiarpur,delta,deceased,1.0
6679,PB,Hoshiarpur,delta,recovered,2.0
6680,PB,Hoshiarpur,delta,vaccinated1,87.0
6681,PB,Hoshiarpur,delta,vaccinated2,211.0
6682,PB,Hoshiarpur,delta21_14,confirmed,12.0
6683,PB,Hoshiarpur,delta7,confirmed,10.0
6684,PB,Hoshiarpur,delta7,deceased,2.0
6685,PB,Hoshiarpur,delta7,recovered,12.0
6686,PB,Hoshiarpur,delta7,vaccinated1,6567.0
6687,PB,Hoshiarpur,delta7,vaccinated2,17487.0
6688,PB,Hoshiarpur,meta,population,1582793.0
6690,PB,Hoshiarpur,total,confirmed,30822.0
6691,PB,Hoshiarpur,total,deceased,986.0
6692,PB,Hoshiarpur,total,recovered,29828.0
6693,PB,Hoshiarpur,total,tested,221261.0
6694,PB,Hoshiarpur,total,vaccinated1,1000636.0
6695,PB,Hoshiarpur,total,vaccinated2,574716.0
6696,PB,Jalandhar,delta,confirmed,1.0
6697,PB,Jalandhar,delta,recovered,1.0
6698,PB,Jalandhar,delta,vaccinated1,167.0
6699,PB,Jalandhar,delta,vaccinated2,507.0
6700,PB,Jalandhar,delta21_14,confirmed,14.0
6701,PB,Jalandhar,delta7,confirmed,20.0
6702,PB,Jalandhar,delta7,deceased,1.0
6703,PB,Jalandhar,delta7,recovered,12.0
6704,PB,Jalandhar,delta7,vaccinated1,13877.0
6705,PB,Jalandhar,delta7,vaccinated2,22309.0
6706,PB,Jalandhar,meta,population,2181753.0
6708,PB,Jalandhar,total,confirmed,63396.0
6709,PB,Jalandhar,total,deceased,1496.0
6710,PB,Jalandhar,total,recovered,61864.0
6711,PB,Jalandhar,total,tested,443735.0
6712,PB,Jalandhar,total,vaccinated1,1433553.0
6713,PB,Jalandhar,total,vaccinated2,681370.0
6714,PB,Kapurthala,delta,vaccinated1,93.0
6715,PB,Kapurthala,delta,vaccinated2,174.0
6716,PB,Kapurthala,delta21_14,confirmed,8.0
6717,PB,Kapurthala,delta7,confirmed,2.0
6718,PB,Kapurthala,delta7,recovered,7.0
6719,PB,Kapurthala,delta7,vaccinated1,5387.0
6720,PB,Kapurthala,delta7,vaccinated2,6146.0
6721,PB,Kapurthala,meta,population,817668.0
6723,PB,Kapurthala,total,confirmed,17852.0
6724,PB,Kapurthala,total,deceased,556.0
6725,PB,Kapurthala,total,recovered,17294.0
6726,PB,Kapurthala,total,tested,38658.0
6727,PB,Kapurthala,total,vaccinated1,465285.0
6728,PB,Kapurthala,total,vaccinated2,187476.0
6729,PB,Ludhiana,delta,recovered,4.0
6730,PB,Ludhiana,delta,vaccinated1,327.0
6731,PB,Ludhiana,delta,vaccinated2,276.0
6732,PB,Ludhiana,delta21_14,confirmed,15.0
6733,PB,Ludhiana,delta7,confirmed,16.0
6734,PB,Ludhiana,delta7,deceased,1.0
6735,PB,Ludhiana,delta7,recovered,24.0
6736,PB,Ludhiana,delta7,vaccinated1,41184.0
6737,PB,Ludhiana,delta7,vaccinated2,30055.0
6738,PB,Ludhiana,meta,population,3487882.0
6740,PB,Ludhiana,total,confirmed,87608.0
6741,PB,Ludhiana,total,deceased,2106.0
6742,PB,Ludhiana,total,recovered,85484.0
6743,PB,Ludhiana,total,tested,514691.0
6744,PB,Ludhiana,total,vaccinated1,2473646.0
6745,PB,Ludhiana,total,vaccinated2,943401.0
6746,PB,Mansa,delta,vaccinated1,128.0
6747,PB,Mansa,delta,vaccinated2,166.0
6748,PB,Mansa,delta21_14,confirmed,1.0
6749,PB,Mansa,delta7,recovered,1.0
6750,PB,Mansa,delta7,vaccinated1,5340.0
6751,PB,Mansa,delta7,vaccinated2,4111.0
6752,PB,Mansa,meta,population,768808.0
6754,PB,Mansa,total,confirmed,15606.0
6755,PB,Mansa,total,deceased,380.0
6756,PB,Mansa,total,recovered,15226.0
6757,PB,Mansa,total,tested,26878.0
6758,PB,Mansa,total,vaccinated1,372366.0
6759,PB,Mansa,total,vaccinated2,89830.0
6760,PB,Moga,delta,vaccinated1,9.0
6761,PB,Moga,delta,vaccinated2,7.0
6762,PB,Moga,delta21_14,confirmed,2.0
6763,PB,Moga,delta7,confirmed,1.0
6764,PB,Moga,delta7,recovered,8.0
6765,PB,Moga,delta7,vaccinated1,5076.0
6766,PB,Moga,delta7,vaccinated2,6757.0
6767,PB,Moga,meta,population,992289.0
6769,PB,Moga,total,confirmed,8675.0
6770,PB,Moga,total,deceased,233.0
6771,PB,Moga,total,recovered,8440.0
6772,PB,Moga,total,tested,77307.0
6773,PB,Moga,total,vaccinated1,541556.0
6774,PB,Moga,total,vaccinated2,178908.0
6775,PB,Pathankot,delta,confirmed,6.0
6776,PB,Pathankot,delta,recovered,1.0
6777,PB,Pathankot,delta,vaccinated1,52.0
6778,PB,Pathankot,delta,vaccinated2,278.0
6779,PB,Pathankot,delta21_14,confirmed,14.0
6780,PB,Pathankot,delta7,confirmed,20.0
6781,PB,Pathankot,delta7,recovered,7.0
6782,PB,Pathankot,delta7,vaccinated1,1762.0
6783,PB,Pathankot,delta7,vaccinated2,6090.0
6784,PB,Pathankot,meta,population,626154.0
6786,PB,Pathankot,total,confirmed,18814.0
6787,PB,Pathankot,total,deceased,419.0
6788,PB,Pathankot,total,recovered,18373.0
6789,PB,Pathankot,total,tested,29112.0
6790,PB,Pathankot,total,vaccinated1,424889.0
6791,PB,Pathankot,total,vaccinated2,196822.0
6792,PB,Patiala,delta,recovered,2.0
6793,PB,Patiala,delta,vaccinated1,239.0
6794,PB,Patiala,delta,vaccinated2,526.0
6795,PB,Patiala,delta21_14,confirmed,12.0
6796,PB,Patiala,delta7,confirmed,6.0
6797,PB,Patiala,delta7,recovered,15.0
6798,PB,Patiala,delta7,vaccinated1,7659.0
6799,PB,Patiala,delta7,vaccinated2,10721.0
6800,PB,Patiala,meta,population,2892282.0
6802,PB,Patiala,total,confirmed,48927.0
6803,PB,Patiala,total,deceased,1358.0
6804,PB,Patiala,total,recovered,47561.0
6805,PB,Patiala,total,tested,273344.0
6806,PB,Patiala,total,vaccinated1,1051467.0
6807,PB,Patiala,total,vaccinated2,396473.0
6808,PB,Rupnagar,delta,confirmed,2.0
6809,PB,Rupnagar,delta,recovered,3.0
6810,PB,Rupnagar,delta,vaccinated1,88.0
6811,PB,Rupnagar,delta,vaccinated2,202.0
6812,PB,Rupnagar,delta21_14,confirmed,3.0
6813,PB,Rupnagar,delta7,confirmed,20.0
6814,PB,Rupnagar,delta7,recovered,7.0
6815,PB,Rupnagar,delta7,vaccinated1,1965.0
6816,PB,Rupnagar,delta7,vaccinated2,5708.0
6817,PB,Rupnagar,meta,population,683349.0
6819,PB,Rupnagar,total,confirmed,12963.0
6820,PB,Rupnagar,total,deceased,423.0
6821,PB,Rupnagar,total,recovered,12517.0
6822,PB,Rupnagar,total,tested,97745.0
6823,PB,Rupnagar,total,vaccinated1,384637.0
6824,PB,Rupnagar,total,vaccinated2,182919.0
6825,PB,S,A,S,3.0
6826,PB,S,A,S,5.0
6827,PB,S,A,S,95.0
6828,PB,S,A,S,425.0
6829,PB,S,A,S,27.0
6830,PB,S,A,S,18.0
6831,PB,S,A,S,21.0
6832,PB,S,A,S,4914.0
6833,PB,S,A,S,9234.0
6834,PB,S,A,S,986147.0
6836,PB,S,A,S,68821.0
6837,PB,S,A,S,1068.0
6838,PB,S,A,S,67726.0
6839,PB,S,A,S,41532.0
6840,PB,S,A,S,872096.0
6841,PB,S,A,S,402212.0
6842,PB,Sangrur,delta,confirmed,1.0
6843,PB,Sangrur,delta,recovered,1.0
6844,PB,Sangrur,delta,vaccinated1,219.0
6845,PB,Sangrur,delta,vaccinated2,157.0
6846,PB,Sangrur,delta21_14,confirmed,3.0
6847,PB,Sangrur,delta7,confirmed,3.0
6848,PB,Sangrur,delta7,recovered,3.0
6849,PB,Sangrur,delta7,vaccinated1,13224.0
6850,PB,Sangrur,delta7,vaccinated2,9058.0
6851,PB,Sangrur,meta,population,1654408.0
6853,PB,Sangrur,total,confirmed,15762.0
6854,PB,Sangrur,total,deceased,875.0
6855,PB,Sangrur,total,recovered,14884.0
6856,PB,Sangrur,total,tested,166332.0
6857,PB,Sangrur,total,vaccinated1,730511.0
6858,PB,Sangrur,total,vaccinated2,218820.0
6859,PB,Shahid Bhagat Singh Nagar,delta,vaccinated1,54.0
6860,PB,Shahid Bhagat Singh Nagar,delta,vaccinated2,78.0
6861,PB,Shahid Bhagat Singh Nagar,delta21_14,confirmed,3.0
6862,PB,Shahid Bhagat Singh Nagar,delta7,confirmed,1.0
6863,PB,Shahid Bhagat Singh Nagar,delta7,recovered,1.0
6864,PB,Shahid Bhagat Singh Nagar,delta7,vaccinated1,2473.0
6865,PB,Shahid Bhagat Singh Nagar,delta7,vaccinated2,4917.0
6866,PB,Shahid Bhagat Singh Nagar,meta,population,614362.0
6868,PB,Shahid Bhagat Singh Nagar,total,confirmed,11469.0
6869,PB,Shahid Bhagat Singh Nagar,total,deceased,388.0
6870,PB,Shahid Bhagat Singh Nagar,total,recovered,11080.0
6871,PB,Shahid Bhagat Singh Nagar,total,tested,77715.0
6872,PB,Shahid Bhagat Singh Nagar,total,vaccinated1,392113.0
6873,PB,Shahid Bhagat Singh Nagar,total,vaccinated2,172294.0
6874,PB,Sri Muktsar Sahib,delta,vaccinated1,91.0
6875,PB,Sri Muktsar Sahib,delta,vaccinated2,149.0
6876,PB,Sri Muktsar Sahib,delta7,confirmed,2.0
6877,PB,Sri Muktsar Sahib,delta7,vaccinated1,3942.0
6878,PB,Sri Muktsar Sahib,delta7,vaccinated2,5830.0
6879,PB,Sri Muktsar Sahib,meta,population,902702.0
6881,PB,Sri Muktsar Sahib,total,confirmed,18784.0
6882,PB,Sri Muktsar Sahib,total,deceased,524.0
6883,PB,Sri Muktsar Sahib,total,recovered,18257.0
6884,PB,Sri Muktsar Sahib,total,tested,67979.0
6885,PB,Sri Muktsar Sahib,total,vaccinated1,473193.0
6886,PB,Sri Muktsar Sahib,total,vaccinated2,142901.0
6887,PB,Tarn Taran,delta,vaccinated1,251.0
6888,PB,Tarn Taran,delta,vaccinated2,127.0
6889,PB,Tarn Taran,delta21_14,confirmed,3.0
6890,PB,Tarn Taran,delta7,recovered,3.0
6891,PB,Tarn Taran,delta7,vaccinated1,8846.0
6892,PB,Tarn Taran,delta7,vaccinated2,8145.0
6893,PB,Tarn Taran,meta,population,1120070.0
6895,PB,Tarn Taran,total,confirmed,8043.0
6896,PB,Tarn Taran,total,deceased,380.0
6897,PB,Tarn Taran,total,recovered,7659.0
6898,PB,Tarn Taran,total,tested,111446.0
6899,PB,Tarn Taran,total,vaccinated1,597303.0
6900,PB,Tarn Taran,total,vaccinated2,178839.0
6901,PY,Karaikal,delta,confirmed,6.0
6902,PY,Karaikal,delta,recovered,9.0
6903,PY,Karaikal,delta,vaccinated1,2.0
6904,PY,Karaikal,delta,vaccinated2,22.0
6905,PY,Karaikal,delta21_14,confirmed,69.0
6906,PY,Karaikal,delta7,confirmed,53.0
6907,PY,Karaikal,delta7,recovered,63.0
6908,PY,Karaikal,delta7,vaccinated1,763.0
6909,PY,Karaikal,delta7,vaccinated2,2980.0
6910,PY,Karaikal,meta,notes,2.0
6911,PY,Karaikal,meta,population,200222.0
6913,PY,Karaikal,total,confirmed,16488.0
6914,PY,Karaikal,total,deceased,250.0
6915,PY,Karaikal,total,recovered,16150.0
6916,PY,Karaikal,total,tested,73142.0
6917,PY,Karaikal,total,vaccinated1,111152.0
6918,PY,Karaikal,total,vaccinated2,57491.0
6919,PY,Mahe,delta,confirmed,10.0
6920,PY,Mahe,delta,recovered,10.0
6921,PY,Mahe,delta21_14,confirmed,44.0
6922,PY,Mahe,delta7,confirmed,58.0
6923,PY,Mahe,delta7,recovered,46.0
6924,PY,Mahe,delta7,vaccinated1,109.0
6925,PY,Mahe,delta7,vaccinated2,1003.0
6926,PY,Mahe,meta,notes,1.0
6927,PY,Mahe,meta,population,41816.0
6929,PY,Mahe,total,confirmed,5867.0
6930,PY,Mahe,total,deceased,47.0
6931,PY,Mahe,total,recovered,5744.0
6932,PY,Mahe,total,tested,42415.0
6933,PY,Mahe,total,vaccinated1,34018.0
6934,PY,Mahe,total,vaccinated2,25943.0
6935,PY,Puducherry,delta,confirmed,22.0
6936,PY,Puducherry,delta,recovered,25.0
6937,PY,Puducherry,delta,vaccinated1,159.0
6938,PY,Puducherry,delta,vaccinated2,477.0
6939,PY,Puducherry,delta21_14,confirmed,218.0
6940,PY,Puducherry,delta7,confirmed,163.0
6941,PY,Puducherry,delta7,recovered,202.0
6942,PY,Puducherry,delta7,vaccinated1,7191.0
6943,PY,Puducherry,delta7,vaccinated2,15005.0
6944,PY,Puducherry,meta,notes,4.0
6945,PY,Puducherry,meta,population,950289.0
6947,PY,Puducherry,total,confirmed,98885.0
6948,PY,Puducherry,total,deceased,1453.0
6949,PY,Puducherry,total,recovered,97171.0
6950,PY,Puducherry,total,tested,425639.0
6951,PY,Puducherry,total,vaccinated1,558708.0
6952,PY,Puducherry,total,vaccinated2,305464.0
6953,PY,Yanam,delta,recovered,1.0
6954,PY,Yanam,delta,vaccinated1,8.0
6955,PY,Yanam,delta,vaccinated2,31.0
6956,PY,Yanam,delta21_14,confirmed,12.0
6957,PY,Yanam,delta7,confirmed,4.0
6958,PY,Yanam,delta7,recovered,4.0
6959,PY,Yanam,delta7,vaccinated1,259.0
6960,PY,Yanam,delta7,vaccinated2,1082.0
6961,PY,Yanam,meta,notes,2.0
6962,PY,Yanam,meta,population,55626.0
6964,PY,Yanam,total,confirmed,6773.0
6965,PY,Yanam,total,deceased,107.0
6966,PY,Yanam,total,recovered,6661.0
6967,PY,Yanam,total,tested,26727.0
6968,PY,Yanam,total,vaccinated1,30079.0
6969,PY,Yanam,total,vaccinated2,15489.0
6970,RJ,Ajmer,delta,vaccinated1,110.0
6971,RJ,Ajmer,delta,vaccinated2,1101.0
6972,RJ,Ajmer,delta21_14,confirmed,5.0
6973,RJ,Ajmer,delta7,confirmed,6.0
6974,RJ,Ajmer,delta7,recovered,8.0
6975,RJ,Ajmer,delta7,vaccinated1,9133.0
6976,RJ,Ajmer,delta7,vaccinated2,56199.0
6977,RJ,Ajmer,meta,population,2584913.0
6979,RJ,Ajmer,total,confirmed,37769.0
6980,RJ,Ajmer,total,deceased,410.0
6981,RJ,Ajmer,total,recovered,37352.0
6982,RJ,Ajmer,total,tested,261215.0
6983,RJ,Ajmer,total,vaccinated1,1752308.0
6984,RJ,Ajmer,total,vaccinated2,1042482.0
6985,RJ,Alwar,delta,vaccinated1,376.0
6986,RJ,Alwar,delta,vaccinated2,1002.0
6987,RJ,Alwar,delta7,vaccinated1,21681.0
6988,RJ,Alwar,delta7,vaccinated2,29417.0
6989,RJ,Alwar,meta,population,3671999.0
